Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,62687,70178
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,83293,87809
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,77113,91720
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,174327,190633
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,289885,289885
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,83586,102211
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,102349,108967
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,102442,123469
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,200479,222142
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,357888,403756
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronics System Engineering (4 Years, Bachelor of Technology)",GEN,Male,97780,126136
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronics System Engineering (4 Years, Bachelor of Technology)",EWS,Male,135430,140694
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronics System Engineering (4 Years, Bachelor of Technology)",OBC,Male,126275,146722
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronics System Engineering (4 Years, Bachelor of Technology)",SC,Male,232826,273848
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronics System Engineering (4 Years, Bachelor of Technology)",ST,Male,493181,567764
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",GEN,Male,62650,70273
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",GEN,Female,65850,65850
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",EWS,Male,79602,92401
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",EWS,Female,83717,83717
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",OBC,Male,81588,100467
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",OBC,Female,105186,116718
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",SC,Male,192725,206518
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",SC,Female,289833,289833
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",ST,Male,287930,287930
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,98665,128147
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,130417,155034
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,133697,155406
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,181575,204778
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,128299,160547
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,162614,217994
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,234533,244798
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,322962,332835
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,132231,164360
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Female,155317,159039
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,164944,180499
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female,246632,246632
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,168912,225047
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Female,219377,257002
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,305097,326653
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",ST,Male,461911,665471
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",GEN,Male,155132,214582
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",GEN,Female,177141,193802
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",EWS,Male,214976,229241
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",EWS,Female,283642,283642
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OBC,Male,216917,296278
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OBC,Female,256629,282144
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",SC,Male,330094,362851
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",SC,Female,315365,349775
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",ST,Male,672862,672862
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,164459,198750
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,212081,254698
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,204378,253193
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,269482,284184
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,603735,612990
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,64890,70238
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,75743,82119
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,77436,83766
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,181914,190022
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,106095,119137
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,123002,126125
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,119323,130194
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,248157,259462
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,348185,444629
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,90290,97167
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,99669,102882
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,97469,108187
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,223433,253176
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,397642,397642
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",GEN,Male,246931,346972
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",EWS,Male,348243,404352
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",OBC,Male,428290,677543
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",SC,Male,348793,377360
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",ST,Male,678964,678964
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",GEN,Male,166252,219293
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",EWS,Male,251247,275512
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OBC,Male,230352,297203
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",SC,Male,296652,327388
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",ST,Male,663672,663672
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,128294,179890
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,184310,224547
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,181402,244354
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,278369,325591
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,449695,538165
"Mizoram University, Aizawl","Architecture (5 Years, Bachelor of Architecture)",GEN,Male,4059,4677
"Mizoram University, Aizawl","Architecture (5 Years, Bachelor of Architecture)",SC,Male,22091,33123
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,223754,256238
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,305248,323860
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,313910,336936
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,328426,378354
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",GEN,Male,105684,146688
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",EWS,Male,155640,168673
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",SC,Male,249313,250105
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",ST,Male,374918,408944
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,192494,238091
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,263600,312847
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,290558,324712
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,471022,507822
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,148656,197775
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,223833,225450
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,270069,289531
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,531364,602052
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",GEN,Male,123853,160773
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",EWS,Male,176820,178953
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",SC,Male,255444,270859
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",ST,Male,409864,489504
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,123347,129915
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,159595,174982
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,156674,177147
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,269341,285423
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,69409,72645
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,162268,162268
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,94038,95641
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,107589,122170
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,76899,78726
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,93690,93690
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,92477,107044
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,305861,320344
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",GEN,Male,194677,239817
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",EWS,Male,248429,268578
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",OBC,Male,240357,300926
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",SC,Male,322297,322297
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,124125,127696
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,134400,138436
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,145352,166593
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,254931,254931
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",OBC,Male,1943,1943
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",SC,Male,5554,6117
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",GEN,Male,2293,2955
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",OBC,Male,10360,12127
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",SC,Male,8346,13545
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",ST,Male,10000,12087
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",OBC,Male,3598,3598
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",SC,Male,2414,2414
School of Planning & Architecture: Vijayawada,"Architecture (5 Years, Bachelor of Architecture)",OBC,Male,1916,1916
School of Planning & Architecture: Vijayawada,"Architecture (5 Years, Bachelor of Architecture)",SC,Male,4860,4860
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",OBC,Male,5620,10670
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",SC,Male,16208,17629
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Architecture (5 Years, Bachelor of Architecture)",GEN,Male,6661,10863
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,205564,302059
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,90657,103102
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,179924,239735
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,139793,191981
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,199094,301109
"International Institute of Information Technology, Naya Raipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,21267,22937
"International Institute of Information Technology, Naya Raipur","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",GEN,Male,25700,26523
"International Institute of Information Technology, Naya Raipur","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OBC,Male,32566,32566
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,37152,39121
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,45771,47075
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,158315,160666
University of Hyderabad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,29882,30789
University of Hyderabad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Male,40606,41862
University of Hyderabad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,44818,47353
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,Male,51304,51304
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",GEN,Male,45572,46272
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,Male,59456,59941
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,86857,96570
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,161394,166272
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,77127,86126
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,100029,104911
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,178087,197273
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",GEN,Male,15312,16226
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",EWS,Male,19424,19424
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",SC,Male,72507,74302
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,43811,46095
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,49936,55635
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,146277,146277
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,24695,27297
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,31872,35280
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,150924,150924
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,63944,67567
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,56974,63822
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,68350,75824
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,170718,176822
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,76743,89387
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,101746,110186
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,209045,223572
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,89467,100528
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,110424,112021
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,229031,271324
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",EWS,Male,91343,99479
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",SC,Male,194552,203833
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",GEN,Male,78507,89271
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",EWS,Male,104131,107288
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",SC,Male,204782,219301
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",ST,Male,402378,402378
"Jawaharlal Nehru University, Delhi","Computer Science & Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Male,39539,39539
"Jawaharlal Nehru University, Delhi","Computer Science & Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Male,101130,101130
"Jawaharlal Nehru University, Delhi","Electronics & Communication Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",GEN,Male,46483,48464
"Jawaharlal Nehru University, Delhi","Electronics & Communication Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Male,55896,65413
"Jawaharlal Nehru University, Delhi","Electronics & Communication Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC,Male,57360,62722
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology)",GEN,Male,40305,41585
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology)",EWS,Male,44373,47865
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology)",OBC,Male,48597,53306
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology)",ST,Male,281724,281724
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,34312,34889
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,40532,41867
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,44529,45927
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,145882,145882
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,226772,268632
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,56241,59959
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Male,61328,65095
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,66452,70321
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Male,180997,184161
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",GEN,Male,51621,54997
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",EWS,Male,56630,56630
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OBC,Male,61966,67508
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",SC,Male,174277,176406
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",ST,Male,305651,305651
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",GEN,Male,41324,44455
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",EWS,Male,46194,50878
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",OBC,Male,49250,52502
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",SC,Male,156862,158699
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,153512,153512
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,180095,180095
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,85538,94460
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,103576,103576
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,105057,105057
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,212794,212794
"Central institute of Technology Kokrajar, Assam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,124166,127531
"Central institute of Technology Kokrajar, Assam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,128707,128707
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology)",GEN,Male,201571,201571
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology)",EWS,Male,302770,302770
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology)",OBC,Male,446496,446496
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology)",SC,Male,388260,388260
"Central institute of Technology Kokrajar, Assam","Instrumentation Engineering (4 Years, Bachelor of Technology)",GEN,Male,176442,176442
